product_id|product_name|category|subcategory|brand|sku|unit_cost_usd|unit_price_usd|gross_margin_pct|weight_kg|is_digital|is_perishable|stock_quantity|reorder_level|supplier_country|launch_date|is_active|rating_avg|review_count|tags
PROD00127|SwiftBuy USB Hub|Electronics|USB Hub|SwiftBuy|SKU-50296|124.85|344.32|63.7|4.08|0|0|4338|44|Kenya|2018-01-05|1|3.2|3869|electronics,usb-hub,swiftbuy
PROD00128|ZonoTech Sneakers Lite|Fashion|Sneakers|ZonoTech|SKU-79170|68.71|213.18|67.8|6.35|0|0|3415|192|Nigeria|2020-07-09|1|3.9|287|fashion,sneakers,zonotech
PROD00129|LearningLeap Webcam Lite|Electronics|Webcam|LearningLeap|SKU-67041|37.48|92.19|59.3|4.97|0|0|3606|114|USA|2022-08-06|1|4.7|2346|electronics,webcam,learningleap
PROD00130|BrightHome Diapers|Baby & Kids|Diapers|BrightHome|SKU-98733|61.06|142.11|57.0|2.83|0|0|4113|36|UAE|2021-01-16|1|4.1|28|baby & kids,diapers,brighthome
PROD00131|SwiftBuy Smartphone Pro|Electronics|Smartphone|SwiftBuy|SKU-17996|48.18|144.82|66.7|1.94|0|0|3253|166|India|2018-08-27|1|4.7|3186|electronics,smartphone,swiftbuy
PROD00132|FreshFarms Language Learning Kit Pro|Books & Learning|Language Learning Kit|FreshFarms|SKU-39187|28.26|94.54|70.1|2.49|0|0|270|128|Germany|2018-06-10|1|3.3|708|books & learning,language-learning-kit,freshfarms
PROD00133|LearningLeap Planner|Books & Learning|Planner|LearningLeap|SKU-72735|53.4|147.35|63.8|3.74|0|0|4570|61|UAE|2018-04-12|1|4.6|1719|books & learning,planner,learningleap
PROD00134|StyleHub Eye Shadow|Beauty & Personal Care|Eye Shadow|StyleHub|SKU-38455|91.27|167.81|45.6|9.93|0|0|4364|100|Nigeria|2019-10-15|1|4.5|1891|beauty & personal care,eye-shadow,stylehub
PROD00135|PanAfri Wireless Mouse Pro|Electronics|Wireless Mouse|PanAfri|SKU-75181|134.6|423.87|68.2|6.77|0|0|4749|63|Kenya|2018-05-25|1|3.3|3862|electronics,wireless-mouse,panafri
PROD00136|ZonoTech Vitamins|Health & Wellness|Vitamins|ZonoTech|SKU-14460|82.85|217.61|61.9|2.12|0|0|2188|60|India|2020-08-13|1|3.2|1014|health & wellness,vitamins,zonotech
PROD00137|LearningLeap Sandals Lite|Fashion|Sandals|LearningLeap|SKU-20812|33.95|67.56|49.7|1.37|0|0|4484|170|China|2021-01-08|1|3.8|4290|fashion,sandals,learningleap
PROD00138|LagosLux Jacket Pro|Fashion|Jacket|LagosLux|SKU-80825|73.2|167.19|56.2|0.26|0|0|3163|85|South Africa|2021-12-31|1|4.4|1180|fashion,jacket,lagoslux
PROD00139|FreshFarms Air Fryer Pro|Home & Kitchen|Air Fryer|FreshFarms|SKU-70760|74.95|214.59|65.1|6.25|0|0|2370|17|South Africa|2020-04-24|1|4.2|3688|home & kitchen,air-fryer,freshfarms
PROD00140|StyleHub Perfume Lite|Beauty & Personal Care|Perfume|StyleHub|SKU-27404|79.79|172.47|53.7|5.31|0|0|4687|19|India|2023-02-15|1|4.1|4242|beauty & personal care,perfume,stylehub
PROD00141|SwiftBuy Olive Oil|Food & Beverages|Olive Oil|SwiftBuy|SKU-76821|14.8|32.29|54.2|3.8|0|0|2829|102|Kenya|2018-05-03|1|2.8|3570|food & beverages,olive-oil,swiftbuy
PROD00142|LearningLeap Hand Sanitizer Lite|Health & Wellness|Hand Sanitizer|LearningLeap|SKU-39249|62.5|175.58|64.4|9.91|0|0|3858|33|Germany|2023-12-19|1|3.1|2935|health & wellness,hand-sanitizer,learningleap
PROD00143|NairobiMart Board Game|Books & Learning|Board Game|NairobiMart|SKU-29219|133.91|187.75|28.7|8.58|0|0|1250|36|South Africa|2021-12-14|1|3.7|3618|books & learning,board-game,nairobimart
PROD00144|SwiftBuy Tablet Lite|Electronics|Tablet|SwiftBuy|SKU-90620|87.2|302.6|71.2|3.43|0|0|59|61|South Africa|2021-08-05|1|3.4|2967|electronics,tablet,swiftbuy
PROD00145|FreshFarms Jeans|Fashion|Jeans|FreshFarms|SKU-17022|32.16|76.76|58.1|1.58|0|0|128|179|USA|2023-03-31|0|3.6|3080|fashion,jeans,freshfarms
PROD00146|GlobalEdge Cookware Set Pro|Home & Kitchen|Cookware Set|GlobalEdge|SKU-36855|54.59|121.2|55.0|7.23|0|0|1392|196|India|2021-03-13|0|3.8|1751|home & kitchen,cookware-set,globaledge
PROD00147|NairobiMart Board Game Pro|Books & Learning|Board Game|NairobiMart|SKU-86055|65.63|145.83|55.0|1.33|0|0|2476|150|Nigeria|2022-06-12|1|4.4|3623|books & learning,board-game,nairobimart
PROD00148|PanAfri Online Course Pro|Books & Learning|Online Course|PanAfri|SKU-83088|63.76|130.0|51.0|8.88|0|0|1619|180|UAE|2023-10-07|1|3.6|2288|books & learning,online-course,panafri
PROD00149|KidzWorld Protein Powder Pro|Health & Wellness|Protein Powder|KidzWorld|SKU-90787|148.78|456.67|67.4|6.74|0|0|4060|34|Nigeria|2021-04-13|0|4.5|2996|health & wellness,protein-powder,kidzworld
PROD00150|LagosLux Towel Set|Home & Kitchen|Towel Set|LagosLux|SKU-45638|5.13|10.95|53.2|4.24|0|0|2458|75|UAE|2020-05-24|1|4.9|4420|home & kitchen,towel-set,lagoslux
PROD00151|HomeEssentials First Aid Kit Pro|Health & Wellness|First Aid Kit|HomeEssentials|SKU-52674|132.68|393.11|66.2|1.39|0|0|245|178|South Africa|2022-05-13|1|4.8|719|health & wellness,first-aid-kit,homeessentials
PROD00152|SwiftBuy Sandals|Fashion|Sandals|SwiftBuy|SKU-21871|68.05|209.43|67.5|5.97|0|0|4421|138|India|2022-12-28|1|4.6|2906|fashion,sandals,swiftbuy
PROD00153|TechNova Vitamins|Health & Wellness|Vitamins|TechNova|SKU-52384|77.69|209.75|63.0|0.67|0|0|4190|156|Nigeria|2021-02-22|1|4.1|1354|health & wellness,vitamins,technova
PROD00154|EcoLife Coffee Maker Lite|Home & Kitchen|Coffee Maker|EcoLife|SKU-87970|46.83|151.6|69.1|3.37|0|0|1529|36|South Africa|2022-05-12|1|3.3|3701|home & kitchen,coffee-maker,ecolife
PROD00155|ZonoTech Hair Oil|Beauty & Personal Care|Hair Oil|ZonoTech|SKU-91513|79.6|118.96|33.1|2.98|0|0|2454|160|China|2020-05-18|1|3.4|2262|beauty & personal care,hair-oil,zonotech
PROD00156|StyleHub Art Supplies Pro|Books & Learning|Art Supplies|StyleHub|SKU-20737|110.99|291.23|61.9|4.32|0|0|948|96|China|2020-08-31|1|4.6|3318|books & learning,art-supplies,stylehub
PROD00157|FreshFarms Journal Lite|Books & Learning|Journal|FreshFarms|SKU-19192|84.03|189.78|55.7|6.42|0|0|363|20|Germany|2019-05-18|1|4.1|1760|books & learning,journal,freshfarms
PROD00158|FreshFarms Smart Watch Pro|Electronics|Smart Watch|FreshFarms|SKU-96705|22.26|56.58|60.7|4.07|0|0|1830|141|South Africa|2021-07-16|1|4.5|212|electronics,smart-watch,freshfarms
PROD00159|BrightHome Stroller Pro|Baby & Kids|Stroller|BrightHome|SKU-11515|118.45|285.71|58.5|1.15|0|1|1510|85|South Africa|2023-03-23|1|4.0|3070|baby & kids,stroller,brighthome
PROD00160|AfriShop Sandals Pro|Fashion|Sandals|AfriShop|SKU-88346|59.56|197.74|69.9|3.02|0|0|4738|39|India|2022-07-02|1|4.4|296|fashion,sandals,afrishop
PROD00161|BrightHome Jacket Pro|Fashion|Jacket|BrightHome|SKU-87740|20.76|33.2|37.5|2.3|0|0|3373|146|UAE|2018-11-30|1|4.5|4034|fashion,jacket,brighthome
PROD00162|KidzWorld Toys Lite|Baby & Kids|Toys|KidzWorld|SKU-88308|4.14|5.9|29.8|8.52|0|0|4575|193|South Africa|2018-03-12|1|4.8|830|baby & kids,toys,kidzworld
PROD00163|StyleHub Nail Polish Lite|Beauty & Personal Care|Nail Polish|StyleHub|SKU-19728|15.31|52.39|70.8|7.65|0|0|2891|51|USA|2018-06-22|1|4.9|2172|beauty & personal care,nail-polish,stylehub
PROD00164|AfriShop Coffee Beans Lite|Food & Beverages|Coffee Beans|AfriShop|SKU-71759|141.72|444.49|68.1|5.01|0|1|1265|193|UAE|2020-11-10|1|3.7|870|food & beverages,coffee-beans,afrishop
PROD00165|GlobalEdge Dress Pro|Fashion|Dress|GlobalEdge|SKU-14302|136.05|415.89|67.3|6.53|0|0|3181|161|South Africa|2018-10-28|1|3.9|764|fashion,dress,globaledge
PROD00166|LagosLux Novel Pro|Books & Learning|Novel|LagosLux|SKU-18319|20.33|46.89|56.6|5.47|0|0|1079|181|India|2020-06-26|1|3.2|2925|books & learning,novel,lagoslux
PROD00167|LearningLeap Board Game Pro|Books & Learning|Board Game|LearningLeap|SKU-17807|116.04|303.99|61.8|4.35|0|0|942|82|South Africa|2022-10-30|1|4.3|863|books & learning,board-game,learningleap
PROD00168|TechNova Blender Lite|Home & Kitchen|Blender|TechNova|SKU-47775|96.09|249.69|61.5|3.66|0|0|729|26|USA|2018-07-20|1|4.5|48|home & kitchen,blender,technova
PROD00169|LagosLux Thermometer Lite|Health & Wellness|Thermometer|LagosLux|SKU-82980|62.53|123.53|49.4|7.71|0|0|3334|20|Kenya|2023-08-09|0|3.4|1934|health & wellness,thermometer,lagoslux
PROD00170|StyleHub Diapers|Baby & Kids|Diapers|StyleHub|SKU-62945|85.9|167.81|48.8|0.21|0|0|2723|138|China|2022-08-23|1|4.3|3741|baby & kids,diapers,stylehub
PROD00171|BrightHome Body Lotion Lite|Beauty & Personal Care|Body Lotion|BrightHome|SKU-81615|61.56|162.99|62.2|9.15|0|0|332|134|Germany|2019-08-04|1|3.4|2498|beauty & personal care,body-lotion,brighthome
PROD00172|ZonoTech Kettle Pro|Home & Kitchen|Kettle|ZonoTech|SKU-95267|45.68|98.4|53.6|4.49|0|0|2590|58|Germany|2023-02-04|1|3.7|701|home & kitchen,kettle,zonotech
PROD00173|FreshFarms Dried Fruits Pro|Food & Beverages|Dried Fruits|FreshFarms|SKU-47446|31.7|50.75|37.5|5.0|0|0|1011|130|Germany|2022-03-18|1|3.5|117|food & beverages,dried-fruits,freshfarms
PROD00174|TechNova Lipstick Pro|Beauty & Personal Care|Lipstick|TechNova|SKU-21115|22.03|68.16|67.7|1.3|0|0|1123|194|Nigeria|2022-11-19|1|3.2|4276|beauty & personal care,lipstick,technova
PROD00175|PurePlus Stroller Lite|Baby & Kids|Stroller|PurePlus|SKU-98489|121.76|272.75|55.4|4.19|0|1|3027|106|USA|2023-08-01|1|4.6|2419|baby & kids,stroller,pureplus
PROD00176|GlobalEdge Smartphone Pro|Electronics|Smartphone|GlobalEdge|SKU-27319|12.25|26.51|53.8|2.14|0|0|1208|92|USA|2021-01-25|1|3.2|1240|electronics,smartphone,globaledge
PROD00177|TechNova Shampoo Lite|Beauty & Personal Care|Shampoo|TechNova|SKU-91173|125.18|175.43|28.6|3.16|0|0|512|125|USA|2019-03-19|1|4.7|2781|beauty & personal care,shampoo,technova
PROD00178|ZonoTech Honey Pro|Food & Beverages|Honey|ZonoTech|SKU-53313|95.01|314.22|69.8|2.07|0|0|4219|79|South Africa|2022-08-22|1|4.1|1883|food & beverages,honey,zonotech
PROD00179|PanAfri Body Lotion Pro|Beauty & Personal Care|Body Lotion|PanAfri|SKU-26197|38.6|64.32|40.0|0.17|0|0|1203|158|Germany|2020-11-23|1|3.3|892|beauty & personal care,body-lotion,panafri
PROD00180|NairobiMart Watch Pro|Fashion|Watch|NairobiMart|SKU-73632|44.31|64.92|31.7|5.17|0|0|1612|184|UAE|2023-05-28|1|4.0|2488|fashion,watch,nairobimart
PROD00181|PanAfri Face Cream Pro|Beauty & Personal Care|Face Cream|PanAfri|SKU-29303|17.21|28.24|39.1|2.36|0|0|4635|184|Kenya|2023-08-20|1|2.8|349|beauty & personal care,face-cream,panafri
PROD00182|TechNova Board Game Pro|Books & Learning|Board Game|TechNova|SKU-55063|25.14|51.6|51.3|9.93|0|0|3565|65|South Africa|2022-01-21|1|3.8|2312|books & learning,board-game,technova
PROD00183|PanAfri Knife Set Lite|Home & Kitchen|Knife Set|PanAfri|SKU-79885|64.3|193.62|66.8|1.52|0|0|4046|170|USA|2021-07-12|1|4.4|1050|home & kitchen,knife-set,panafri
PROD00184|SwiftBuy Shampoo Lite|Beauty & Personal Care|Shampoo|SwiftBuy|SKU-83020|51.06|78.73|35.1|7.6|0|0|2712|21|India|2020-10-28|1|3.3|4319|beauty & personal care,shampoo,swiftbuy
PROD00185|LearningLeap Yoga Mat Pro|Health & Wellness|Yoga Mat|LearningLeap|SKU-67852|144.44|250.4|42.3|4.03|0|0|3103|191|China|2023-12-21|1|4.0|4056|health & wellness,yoga-mat,learningleap
PROD00186|BrightHome Blood Pressure Monitor Lite|Health & Wellness|Blood Pressure Monitor|BrightHome|SKU-26958|106.9|335.49|68.1|0.65|0|0|1700|28|India|2022-05-17|1|4.1|841|health & wellness,blood-pressure-monitor,brighthome
PROD00187|PanAfri Knife Set Pro|Home & Kitchen|Knife Set|PanAfri|SKU-73014|61.23|97.97|37.5|8.43|0|0|673|75|Germany|2020-06-19|1|4.6|124|home & kitchen,knife-set,panafri
PROD00188|NairobiMart Eye Shadow Lite|Beauty & Personal Care|Eye Shadow|NairobiMart|SKU-88315|43.77|87.58|50.0|3.88|0|0|3779|89|Germany|2020-04-18|1|4.1|3922|beauty & personal care,eye-shadow,nairobimart
PROD00189|LagosLux Laptop|Electronics|Laptop|LagosLux|SKU-46258|103.48|223.63|53.7|7.88|0|0|1348|169|Nigeria|2023-03-30|1|2.9|374|electronics,laptop,lagoslux
PROD00190|UrbanCo Resistance Bands|Health & Wellness|Resistance Bands|UrbanCo|SKU-81137|36.26|73.72|50.8|7.04|0|0|3386|170|Kenya|2023-12-14|1|3.0|3900|health & wellness,resistance-bands,urbanco
PROD00191|TechNova Deodorant Pro|Beauty & Personal Care|Deodorant|TechNova|SKU-27148|10.89|31.5|65.4|1.24|0|0|1257|137|Germany|2020-06-09|1|5.0|1798|beauty & personal care,deodorant,technova
PROD00192|PanAfri Deodorant Pro|Beauty & Personal Care|Deodorant|PanAfri|SKU-37611|75.18|150.79|50.1|2.22|0|0|1525|68|South Africa|2020-12-17|1|4.8|3596|beauty & personal care,deodorant,panafri
PROD00193|UrbanCo Sneakers Pro|Fashion|Sneakers|UrbanCo|SKU-78860|69.22|196.59|64.8|2.26|0|0|3795|89|UAE|2023-04-16|1|3.9|52|fashion,sneakers,urbanco
PROD00194|ZonoTech T-Shirt Pro|Fashion|T-Shirt|ZonoTech|SKU-56301|35.51|78.42|54.7|4.08|1|0|3680|106|USA|2019-10-26|1|4.0|1266|fashion,t-shirt,zonotech
PROD00195|GlobalEdge Herbal Tea Lite|Food & Beverages|Herbal Tea|GlobalEdge|SKU-37856|118.75|327.1|63.7|8.6|0|0|4400|52|UAE|2020-12-07|1|3.1|2141|food & beverages,herbal-tea,globaledge
PROD00196|SwiftBuy Cookware Set Lite|Home & Kitchen|Cookware Set|SwiftBuy|SKU-94390|32.04|45.6|29.7|5.9|0|0|4668|52|China|2022-07-06|1|4.9|265|home & kitchen,cookware-set,swiftbuy
PROD00197|HomeEssentials Tablet|Electronics|Tablet|HomeEssentials|SKU-44684|54.79|103.36|47.0|2.14|0|0|2270|158|Kenya|2019-04-06|0|4.2|3547|electronics,tablet,homeessentials
PROD00198|LagosLux Power Bank Lite|Electronics|Power Bank|LagosLux|SKU-40807|25.64|49.97|48.7|4.73|0|0|3881|191|China|2021-06-11|1|4.4|1847|electronics,power-bank,lagoslux
PROD00199|PurePlus Jeans|Fashion|Jeans|PurePlus|SKU-54308|95.01|238.57|60.2|5.84|0|0|4525|170|South Africa|2020-11-22|1|4.2|4093|fashion,jeans,pureplus
PROD00200|SwiftBuy Wall Clock Pro|Home & Kitchen|Wall Clock|SwiftBuy|SKU-35352|138.45|254.47|45.6|9.1|0|0|4720|137|USA|2023-06-26|1|3.7|4033|home & kitchen,wall-clock,swiftbuy
PROD00201|KidzWorld First Aid Kit Pro|Health & Wellness|First Aid Kit|KidzWorld|SKU-65724|56.82|104.56|45.7|0.81|0|0|2528|32|UAE|2020-11-18|0|3.0|2834|health & wellness,first-aid-kit,kidzworld
PROD00202|HomeEssentials Smart Watch|Electronics|Smart Watch|HomeEssentials|SKU-66669|6.45|16.45|60.8|7.89|0|0|1572|61|China|2023-07-01|1|3.1|225|electronics,smart-watch,homeessentials
PROD00203|LagosLux Face Cream|Beauty & Personal Care|Face Cream|LagosLux|SKU-10029|14.02|26.22|46.5|3.15|0|0|1628|115|Germany|2023-08-08|1|4.5|2142|beauty & personal care,face-cream,lagoslux
PROD00204|ZonoTech Webcam|Electronics|Webcam|ZonoTech|SKU-60393|15.79|50.76|68.9|7.8|0|0|2048|127|China|2021-07-01|1|5.0|733|electronics,webcam,zonotech
PROD00205|KidzWorld Power Bank|Electronics|Power Bank|KidzWorld|SKU-85011|35.95|100.27|64.1|3.87|0|0|3171|125|USA|2018-05-30|1|3.7|369|electronics,power-bank,kidzworld
PROD00206|SwiftBuy Novel|Books & Learning|Novel|SwiftBuy|SKU-57688|70.34|162.34|56.7|5.14|0|0|4635|122|USA|2020-12-29|0|4.2|3841|books & learning,novel,swiftbuy
PROD00207|FreshFarms Protein Powder Pro|Health & Wellness|Protein Powder|FreshFarms|SKU-30572|56.2|159.17|64.7|7.71|0|0|58|40|Kenya|2021-10-06|1|4.2|3821|health & wellness,protein-powder,freshfarms
PROD00208|SwiftBuy Coconut Water Pro|Food & Beverages|Coconut Water|SwiftBuy|SKU-64225|94.93|169.36|43.9|0.15|0|0|2787|114|Nigeria|2018-09-15|1|4.5|2810|food & beverages,coconut-water,swiftbuy
PROD00209|KidzWorld Backpack Lite|Fashion|Backpack|KidzWorld|SKU-87484|32.47|69.1|53.0|3.0|0|0|1593|115|Germany|2021-01-17|1|2.9|3134|fashion,backpack,kidzworld
PROD00210|PanAfri Sunglasses Pro|Fashion|Sunglasses|PanAfri|SKU-55960|75.03|237.34|68.4|5.99|0|0|2161|198|South Africa|2023-10-24|1|4.4|3154|fashion,sunglasses,panafri
PROD00211|PurePlus Nail Polish Pro|Beauty & Personal Care|Nail Polish|PurePlus|SKU-20263|123.43|336.88|63.4|3.55|0|0|1954|80|UAE|2020-11-01|1|4.2|1062|beauty & personal care,nail-polish,pureplus
PROD00212|ZonoTech Blood Pressure Monitor Lite|Health & Wellness|Blood Pressure Monitor|ZonoTech|SKU-10728|116.87|222.85|47.6|5.64|0|0|4294|166|Nigeria|2021-07-13|1|4.2|2119|health & wellness,blood-pressure-monitor,zonotech
PROD00213|ZonoTech Knife Set Lite|Home & Kitchen|Knife Set|ZonoTech|SKU-14264|37.84|116.92|67.6|7.75|0|0|59|105|India|2023-12-20|1|4.4|3046|home & kitchen,knife-set,zonotech
PROD00214|SwiftBuy Storage Containers Lite|Home & Kitchen|Storage Containers|SwiftBuy|SKU-49707|30.42|81.37|62.6|9.76|0|0|2266|17|UAE|2020-06-25|1|2.9|2251|home & kitchen,storage-containers,swiftbuy
PROD00215|FreshFarms Dress Lite|Fashion|Dress|FreshFarms|SKU-43759|3.19|10.36|69.2|8.4|0|0|375|198|USA|2022-07-28|1|3.3|4366|fashion,dress,freshfarms
PROD00216|StyleHub Bed Sheets Pro|Home & Kitchen|Bed Sheets|StyleHub|SKU-71247|33.28|108.85|69.4|2.88|0|0|3228|120|China|2020-10-11|1|4.7|1118|home & kitchen,bed-sheets,stylehub
PROD00217|SwiftBuy Art Supplies|Books & Learning|Art Supplies|SwiftBuy|SKU-87940|123.87|321.79|61.5|1.55|1|0|4715|82|Kenya|2018-08-07|1|2.8|4007|books & learning,art-supplies,swiftbuy
PROD00218|AfriShop Storage Containers Pro|Home & Kitchen|Storage Containers|AfriShop|SKU-88161|73.99|186.45|60.3|3.35|0|0|4241|77|UAE|2023-05-03|1|3.8|4246|home & kitchen,storage-containers,afrishop
PROD00219|EcoLife Sunglasses|Fashion|Sunglasses|EcoLife|SKU-52130|129.87|187.74|30.8|4.53|0|0|2208|190|UAE|2023-12-04|1|4.7|187|fashion,sunglasses,ecolife
PROD00220|GlobalEdge Shampoo Lite|Beauty & Personal Care|Shampoo|GlobalEdge|SKU-79187|63.25|113.22|44.1|4.76|0|0|3853|25|UAE|2018-12-15|1|4.8|4438|beauty & personal care,shampoo,globaledge
PROD00221|GlobalEdge Herbal Tea Pro|Food & Beverages|Herbal Tea|GlobalEdge|SKU-22432|91.16|173.41|47.4|8.64|0|1|4030|128|Germany|2022-01-30|1|4.1|2437|food & beverages,herbal-tea,globaledge
PROD00222|SwiftBuy Laptop Lite|Electronics|Laptop|SwiftBuy|SKU-11177|136.66|262.63|48.0|3.41|0|0|95|135|Kenya|2018-07-03|1|4.5|2976|electronics,laptop,swiftbuy
PROD00223|ZonoTech Air Fryer Lite|Home & Kitchen|Air Fryer|ZonoTech|SKU-79168|123.34|241.92|49.0|2.13|0|0|2468|122|Germany|2023-09-30|0|4.6|1867|home & kitchen,air-fryer,zonotech
PROD00224|LearningLeap Diapers Lite|Baby & Kids|Diapers|LearningLeap|SKU-53065|126.69|270.82|53.2|6.63|0|1|2384|77|USA|2023-05-17|1|2.9|81|baby & kids,diapers,learningleap
PROD00225|LagosLux Perfume Pro|Beauty & Personal Care|Perfume|LagosLux|SKU-42094|130.43|334.37|61.0|7.94|0|0|2099|72|Kenya|2022-10-20|1|3.9|4117|beauty & personal care,perfume,lagoslux
PROD00226|PurePlus Tablet Lite|Electronics|Tablet|PurePlus|SKU-51346|149.1|487.02|69.4|9.97|0|0|196|61|USA|2018-05-18|1|4.8|3569|electronics,tablet,pureplus
PROD00227|BrightHome Vitamins Pro|Health & Wellness|Vitamins|BrightHome|SKU-26278|25.71|69.43|63.0|7.46|0|0|309|43|Nigeria|2022-04-10|1|2.8|1352|health & wellness,vitamins,brighthome
PROD00228|FreshFarms Smart Watch|Electronics|Smart Watch|FreshFarms|SKU-42089|127.9|286.38|55.3|0.39|0|0|4859|40|South Africa|2021-02-01|1|4.7|1474|electronics,smart-watch,freshfarms
PROD00229|SwiftBuy T-Shirt Lite|Fashion|T-Shirt|SwiftBuy|SKU-89856|138.89|201.96|31.2|3.64|0|0|2673|11|China|2021-04-11|1|3.0|4355|fashion,t-shirt,swiftbuy
PROD00230|AfriShop Earbuds Lite|Electronics|Earbuds|AfriShop|SKU-17270|114.44|326.73|65.0|3.08|0|0|266|155|India|2018-08-18|0|3.6|4347|electronics,earbuds,afrishop
PROD00231|WellnessPlus Watch Lite|Fashion|Watch|WellnessPlus|SKU-88643|34.97|86.87|59.7|4.53|0|0|4304|48|Germany|2021-09-11|1|3.5|4311|fashion,watch,wellnessplus
PROD00232|FreshFarms Self-Help Book Lite|Books & Learning|Self-Help Book|FreshFarms|SKU-34614|129.13|326.07|60.4|7.67|0|0|3576|80|USA|2021-12-25|1|3.0|2812|books & learning,self-help-book,freshfarms
PROD00233|FreshFarms Honey Lite|Food & Beverages|Honey|FreshFarms|SKU-78937|56.67|134.92|58.0|6.65|1|0|4847|20|India|2018-08-08|0|3.1|3467|food & beverages,honey,freshfarms
PROD00234|BrightHome Nail Polish|Beauty & Personal Care|Nail Polish|BrightHome|SKU-98500|127.21|248.03|48.7|8.01|1|0|2409|141|Germany|2019-04-17|1|4.7|249|beauty & personal care,nail-polish,brighthome
PROD00235|PanAfri Puzzle Pro|Books & Learning|Puzzle|PanAfri|SKU-15383|99.2|198.9|50.1|2.45|0|0|3634|115|South Africa|2021-11-20|1|4.1|1723|books & learning,puzzle,panafri
PROD00236|BrightHome Face Mask Lite|Health & Wellness|Face Mask|BrightHome|SKU-27577|77.72|121.51|36.0|6.67|0|0|2701|86|UAE|2023-01-26|1|4.9|2224|health & wellness,face-mask,brighthome
PROD00237|GlobalEdge Shampoo|Beauty & Personal Care|Shampoo|GlobalEdge|SKU-68638|57.38|186.3|69.2|1.57|0|0|4807|73|UAE|2023-04-09|1|2.8|508|beauty & personal care,shampoo,globaledge
PROD00238|BrightHome Tablet Lite|Electronics|Tablet|BrightHome|SKU-84604|134.23|357.01|62.4|6.91|0|0|2172|194|Kenya|2022-11-23|1|3.2|2792|electronics,tablet,brighthome
PROD00239|KidzWorld Protein Bars|Food & Beverages|Protein Bars|KidzWorld|SKU-13915|20.26|42.4|52.2|9.31|0|0|2158|169|China|2022-03-19|1|4.5|1253|food & beverages,protein-bars,kidzworld
PROD00240|PanAfri Sunscreen|Beauty & Personal Care|Sunscreen|PanAfri|SKU-47096|102.89|229.89|55.2|8.19|0|0|1654|80|Kenya|2023-07-27|0|4.2|404|beauty & personal care,sunscreen,panafri
PROD00241|BrightHome Sneakers Lite|Fashion|Sneakers|BrightHome|SKU-56293|44.59|96.56|53.8|3.62|0|0|2978|121|USA|2019-05-19|1|4.0|1758|fashion,sneakers,brighthome
PROD00242|FreshFarms Sunglasses Lite|Fashion|Sunglasses|FreshFarms|SKU-64344|119.77|401.03|70.1|4.21|1|0|2917|11|Germany|2019-01-11|1|3.7|416|fashion,sunglasses,freshfarms
PROD00243|SwiftBuy Tablet Pro|Electronics|Tablet|SwiftBuy|SKU-99193|14.68|23.29|37.0|4.77|0|0|1299|33|UAE|2020-08-06|1|4.0|378|electronics,tablet,swiftbuy
PROD00244|EcoLife Dried Fruits Lite|Food & Beverages|Dried Fruits|EcoLife|SKU-77849|130.94|367.06|64.3|9.83|0|0|200|32|China|2022-02-18|1|4.5|1613|food & beverages,dried-fruits,ecolife
PROD00245|NairobiMart Webcam|Electronics|Webcam|NairobiMart|SKU-63201|16.65|36.23|54.0|2.92|1|0|1555|185|India|2020-06-08|0|3.8|4094|electronics,webcam,nairobimart
PROD00246|AfriShop Wall Clock Pro|Home & Kitchen|Wall Clock|AfriShop|SKU-40959|30.19|42.42|28.8|5.48|0|0|4249|53|Kenya|2023-12-21|1|4.0|2321|home & kitchen,wall-clock,afrishop
PROD00247|LearningLeap Wireless Mouse Pro|Electronics|Wireless Mouse|LearningLeap|SKU-66659|17.6|52.58|66.5|4.1|0|0|2236|44|China|2020-08-10|1|4.3|1520|electronics,wireless-mouse,learningleap
PROD00248|GlobalEdge Blood Pressure Monitor|Health & Wellness|Blood Pressure Monitor|GlobalEdge|SKU-64136|112.2|252.45|55.6|3.14|0|0|2110|128|India|2019-11-13|1|4.1|3556|health & wellness,blood-pressure-monitor,globaledge
PROD00249|EcoLife Eye Shadow|Beauty & Personal Care|Eye Shadow|EcoLife|SKU-82045|68.02|207.34|67.2|4.8|0|0|2476|79|USA|2021-06-28|1|3.8|723|beauty & personal care,eye-shadow,ecolife
PROD00250|PurePlus Blood Pressure Monitor Pro|Health & Wellness|Blood Pressure Monitor|PurePlus|SKU-84584|59.45|159.37|62.7|6.2|0|0|752|93|South Africa|2022-11-26|1|4.2|1605|health & wellness,blood-pressure-monitor,pureplus
PROD00251|PurePlus Webcam Lite|Electronics|Webcam|PurePlus|SKU-11456|4.5|7.74|41.9|8.48|0|0|3072|78|Nigeria|2022-05-19|1|5.0|4254|electronics,webcam,pureplus
PROD00252|LagosLux Dress Pro|Fashion|Dress|LagosLux|SKU-85568|100.21|253.46|60.5|7.84|0|0|1117|78|Nigeria|2023-07-03|1|4.8|1855|fashion,dress,lagoslux
PROD00253|SwiftBuy Wireless Mouse Pro|Electronics|Wireless Mouse|SwiftBuy|SKU-16977|36.87|106.36|65.3|9.81|0|0|526|62|Nigeria|2023-07-08|0|4.4|4266|electronics,wireless-mouse,swiftbuy
